Date,AAPL,AMZN,CAT,CVX,DIS,GOOGL,GS,HD,JPM,KO,META,MSFT,NEE,NFLX,NVDA,PFE,PLD,UNH,UNP,XOM
2022-10-12,136.19017028808594,112.9000015258789,169.90005493164062,139.4467315673828,91.87832641601562,96.8917236328125,273.44329833984375,260.0281066894531,96.69525909423828,50.379520416259766,126.71881103515625,220.27047729492188,66.78291320800781,220.8699951171875,11.486199378967285,35.64973831176758,91.44023895263672,475.0140380859375,179.0074920654297,88.8436050415039
2022-10-13,140.76792907714844,112.52999877929688,173.3453826904297,146.20501708984375,95.05535125732422,98.38146209716797,284.33251953125,262.1693420410156,102.07085418701172,51.04649353027344,129.49172973632812,228.55441284179688,67.09500885009766,232.50999450683594,11.945649147033691,36.455528259277344,93.34315490722656,484.46759033203125,183.3122100830078,91.94857788085938
2022-10-14,136.22958374023438,106.9000015258789,168.66012573242188,141.65818786621094,92.9012680053711,95.89857482910156,277.7768249511719,256.23687744140625,103.7693862915039,50.23333740234375,125.98334503173828,223.0122833251953,65.88327026367188,230.0,11.213529586791992,36.353736877441406,90.62080383300781,487.5268859863281,180.5635223388672,89.52959442138672
2022-10-17,140.19696044921875,113.79000091552734,171.1305694580078,142.69317626953125,95.73403930664062,99.28520965576172,283.9991455078125,260.7140808105469,108.12772369384766,50.88203430175781,133.21873474121094,231.7645263671875,67.60909271240234,245.10000610351562,11.873734474182129,37.02381134033203,95.81060028076172,495.8403625488281,185.04525756835938,90.8203125
2022-10-18,141.51611328125,116.36000061035156,173.73345947265625,143.94044494628906,96.86518859863281,100.07974243164062,290.6105041503906,264.2364501953125,110.90882873535156,51.56727981567383,131.98634338378906,232.7110137939453,68.9034194946289,240.86000061035156,11.95263957977295,37.397029876708984,96.37507629394531,496.1538391113281,187.87774658203125,90.98278045654297
2022-10-19,141.62440490722656,115.06999969482422,174.54745483398438,148.611083984375,97.3668212890625,98.94754028320312,288.67523193359375,255.3655548095703,108.73433685302734,51.12873077392578,132.41371154785156,230.74005126953125,67.59990692138672,272.3800048828125,12.036537170410156,36.56578063964844,92.87881469726562,494.35821533203125,186.40557861328125,93.68157958984375
2022-10-20,141.16168212890625,115.25,170.8844451904297,149.46029663085938,96.97338104248047,99.28520965576172,287.79559326171875,249.77606201171875,108.37967681884766,50.32469940185547,130.72410583496094,230.41802978515625,64.84595489501953,268.1600036621094,12.179368019104004,36.39615249633789,93.28853607177734,494.8902282714844,173.7244873046875,93.80794525146484
2022-10-21,144.98141479492188,119.31999969482422,181.25152587890625,153.2021026611328,100.3668212890625,100.437255859375,301.0274353027344,255.40261840820312,114.07258605957031,51.12873077392578,129.2134552001953,236.24314880371094,65.77312469482422,289.57000732421875,12.451042175292969,38.12647247314453,93.85303497314453,507.0989990234375,177.5260467529297,95.54998016357422
2022-10-24,147.12753295898438,119.81999969482422,182.28053283691406,153.14903259277344,100.05207061767578,101.8177490234375,304.3609313964844,262.56793212890625,114.21259307861328,52.599727630615234,128.92523193359375,241.2486114501953,67.26942443847656,282.45001220703125,12.583881378173828,38.62690734863281,94.11708068847656,514.576416015625,180.28402709960938,96.21790313720703
2022-10-25,149.97264099121094,120.5999984741211,185.65365600585938,154.74130249023438,102.64877319335938,103.76433563232422,307.7868957519531,269.05657958984375,114.51121520996094,53.86058807373047,136.66748046875,244.57586669921875,69.6378173828125,291.0199890136719,13.245087623596191,38.669315338134766,98.63309478759766,513.2651977539062,181.32757568359375,95.56803894042969
2022-10-26,147.0290985107422,115.66000366210938,187.6737060546875,156.6519775390625,102.91434478759766,94.27974700927734,310.8333740234375,268.9546203613281,115.82711791992188,54.26259994506836,129.02459716796875,225.705322265625,69.39913177490234,298.6199951171875,12.880525588989258,39.067970275878906,100.03524780273438,516.0679931640625,182.41769409179688,96.70531463623047
2022-10-27,142.54978942871094,110.95999908447266,202.1380157470703,157.36851501464844,102.72746276855469,91.58831024169922,312.2129821777344,269.7981872558594,116.284423828125,54.39051055908203,97.33993530273438,221.24620056152344,69.27979278564453,296.94000244140625,13.160187721252441,38.79655075073242,101.07321166992188,514.7664184570312,182.65994262695312,97.07538604736328
2022-10-28,153.31979370117188,103.41000366210938,208.99853515625,159.2084503173828,104.21269989013672,95.63043975830078,316.50946044921875,276.833740234375,117.66564178466797,55.514320373535156,98.59220123291016,230.14483642578125,72.54779815673828,295.7200012207031,13.817399024963379,40.230003356933594,102.86686706542969,523.7353515625,185.09181213378906,99.91859436035156
2022-10-31,150.95704650878906,102.44000244140625,206.25430297851562,160.0222930908203,104.79302978515625,93.86262512207031,319.0002746582031,274.4977722167969,117.47900390625,54.68288040161133,92.5892105102539,226.4956512451172,71.14330291748047,291.8800048828125,13.480804443359375,39.48358154296875,100.83647918701172,527.4501953125,183.68490600585938,100.01787567138672
2022-11-01,148.3088836669922,96.79000091552734,208.1981658935547,161.1899871826172,104.26187896728516,89.85030364990234,322.7688293457031,274.43292236328125,119.59748840332031,54.49101257324219,94.61670684814453,222.63172912597656,71.33606719970703,286.75,13.526748657226562,40.721954345703125,98.83341217041016,520.00146484375,183.38673400878906,101.01075744628906
2022-11-02,142.77621459960938,92.12000274658203,204.42483520507812,157.8992919921875,100.15042877197266,86.37427520751953,323.8892822265625,267.6383361816406,118.49626159667969,53.7326774597168,89.98526000976562,214.7576446533203,70.94132995605469,273.0,13.203137397766113,39.924652099609375,97.18541717529297,516.3151245117188,179.38951110839844,98.93474578857422
2022-11-03,136.7218017578125,89.30000305175781,208.92230224609375,160.2257537841797,97.62255859375,82.8585205078125,323.0373840332031,260.93646240234375,118.71089172363281,53.705257415771484,88.3652572631836,209.04962158203125,71.76751708984375,269.05999755859375,13.40489387512207,39.839107513427734,98.34174346923828,516.4861450195312,180.00450134277344,100.27964782714844
2022-11-04,136.45556640625,90.9800033569336,217.10731506347656,162.25148010253906,97.94715118408203,85.9869384765625,331.4079895019531,263.28167724609375,121.9586410522461,54.143821716308594,90.23372650146484,216.0163116455078,72.33667755126953,260.7900085449219,14.139013290405273,40.39515686035156,97.98665618896484,511.3175354003906,183.27493286132812,101.37178802490234
2022-11-07,136.98802185058594,90.52999877929688,217.8314666748047,164.18870544433594,98.78321838378906,87.88385772705078,335.7137145996094,269.0657958984375,122.60260009765625,54.35395812988281,96.12741088867188,222.33901977539062,70.95051574707031,258.6000061035156,14.283838272094727,40.28394317626953,99.17939758300781,517.82568359375,182.9022216796875,102.57225799560547
2022-11-08,137.55996704101562,89.9800033569336,218.97491455078125,163.94989013671875,98.26190185546875,88.29105377197266,337.0655517578125,269.872314453125,122.6772689819336,54.454471588134766,95.8789291381836,223.3147430419922,71.85012817382812,263.4599914550781,14.584478378295898,40.50636672973633,99.92599487304688,525.455078125,190.0860137939453,102.89720916748047
2022-11-09,132.99435424804688,86.13999938964844,214.90623474121094,157.3950653076172,85.3275375366211,86.72187042236328,335.1951599121094,265.802978515625,121.08139038085938,53.69612121582031,100.84829711914062,219.06057739257812,71.7858657836914,254.66000366210938,13.759469985961914,39.9674186706543,99.05192565917969,513.6831665039062,189.52696228027344,98.29390716552734
2022-11-10,144.8274688720703,96.62999725341797,221.49038696289062,160.37612915039062,88.97669219970703,93.29652404785156,350.2973937988281,288.9304504394531,126.06501770019531,55.62396240234375,111.18458557128906,237.082275390625,76.37577056884766,274.9700012207031,15.731099128723145,40.53203201293945,107.7470703125,517.0181274414062,198.45310974121094,99.73806762695312
2022-11-11,147.61810302734375,100.79000091552734,225.3399658203125,164.94064331054688,93.45209503173828,95.74961853027344,356.6495056152344,291.9337463378906,126.27032470703125,56.025970458984375,112.32752990722656,241.1120147705078,76.47673797607422,290.1300048828125,16.307405471801758,40.72023010253906,105.73490142822266,496.0303649902344,202.65528869628906,102.85205078125
2022-11-14,146.21786499023438,98.48999786376953,225.34947204589844,165.0202178955078,92.73405456542969,95.04447174072266,354.047607421875,284.4996032714844,124.97311401367188,55.48690414428711,113.52018737792969,235.68699645996094,74.96208190917969,299.2699890136719,16.275447845458984,42.123199462890625,102.4298324584961,488.115966796875,202.142822265625,103.15232849121094
2022-11-15,147.95338439941406,98.94000244140625,223.52947998046875,166.3471221923828,93.94389343261719,97.76570892333984,354.529052734375,289.14361572265625,124.06781005859375,55.395545959472656,116.36266326904297,236.09677124023438,76.10956573486328,310.20001220703125,16.64600372314453,41.5500373840332,102.65745544433594,477.9118347167969,196.2821044921875,103.84382629394531
2022-11-16,146.7207489013672,97.12000274658203,221.4618377685547,163.64028930664062,92.40946197509766,98.17288970947266,354.019775390625,291.9058837890625,124.23580932617188,55.29503631591797,112.53624725341797,236.52731323242188,77.40390014648438,306.0199890136719,15.890907287597656,41.105186462402344,103.47689056396484,485.9972229003906,197.7822265625,102.73377990722656
2022-11-17,148.6239471435547,94.8499984741211,219.57521057128906,164.10379028320312,89.95045471191406,97.6862564086914,351.6585998535156,288.6893615722656,123.69451904296875,55.46863555908203,110.76715850830078,236.47836303710938,75.5954818725586,295.2799987792969,15.658186912536621,41.34471893310547,102.2568359375,489.59814453125,195.49945068359375,102.8702621459961
2022-11-18,149.1859893798828,94.13999938964844,220.5185089111328,163.12319946289062,90.29472351074219,96.76261138916016,351.1216125488281,290.30230712890625,124.90775299072266,55.861507415771484,111.36348724365234,236.02825927734375,76.37577056884766,287.9800109863281,15.390510559082031,41.25917434692383,104.30543518066406,503.5550537109375,196.2075958251953,101.97858428955078
2022-11-21,145.9515838623047,92.45999908447266,221.22360229492188,161.563232421875,95.9799575805664,94.94515228271484,352.0567932128906,293.6393127441406,124.17049407958984,56.720359802246094,109.1868896484375,236.84043884277344,76.74296569824219,285.04998779296875,15.29861831665039,41.216407775878906,104.6605224609375,491.3843078613281,197.7822265625,100.96863555908203
2022-11-22,148.09144592285156,93.19999694824219,226.07363891601562,165.70838928222656,94.63241577148438,96.3852310180664,355.4457092285156,301.1476135253906,126.02766418457031,56.967044830322266,110.75721740722656,239.75628662109375,77.21112060546875,286.69000244140625,16.018754959106445,41.986331939697266,105.41622924804688,496.9898986816406,198.6488037109375,103.88932800292969
2022-11-23,148.96908569335938,94.12999725341797,225.7496795654297,164.23753356933594,97.25862884521484,97.78556823730469,357.6495361328125,298.0238037109375,127.37156677246094,57.222877502441406,111.55232238769531,242.25140380859375,78.35059356689453,291.5,16.49917984008789,41.78956604003906,105.1885986328125,503.2796630859375,198.01519775390625,103.3707046508789
2022-11-25,146.05023193359375,93.41000366210938,224.58717346191406,163.75613403320312,97.24879455566406,96.79241943359375,360.0662536621094,302.5380554199219,127.6142349243164,57.27769088745117,110.72740936279297,242.16331481933594,78.73809051513672,285.5400085449219,16.250476837158203,42.097530364990234,105.97163391113281,510.7948913574219,198.7698974609375,103.00675201416016
2022-11-28,142.21432495117188,93.94999694824219,221.34751892089844,158.9958953857422,94.12093353271484,95.39208221435547,354.047607421875,295.6228942871094,125.38372039794922,57.286834716796875,108.1135025024414,236.55665588378906,77.25263977050781,281.1700134277344,15.808009147644043,42.40550231933594,101.48291015625,505.7119445800781,194.28822326660156,99.91317749023438
2022-11-29,139.20675659179688,92.41999816894531,224.03453063964844,161.37603759765625,93.1373291015625,94.53797149658203,355.2975769042969,292.87921142578125,127.44622039794922,57.0858268737793,108.78933715820312,235.15744018554688,76.10858154296875,280.9599914550781,15.620232582092285,42.33707046508789,103.62257385253906,501.65496826171875,198.24810791015625,100.577392578125
2022-11-30,145.97134399414062,96.54000091552734,225.26370239257812,163.40850830078125,96.26519012451172,100.29822540283203,359.90179443359375,302.1394958496094,128.9581298828125,58.53045654296875,117.37640380859375,249.648681640625,78.14762115478516,305.5299987792969,16.907014846801758,42.88456726074219,107.2463150024414,520.4290161132812,202.59005737304688,101.30528259277344
2022-12-01,146.2474365234375,95.5,224.57766723632812,162.67752075195312,96.97338104248047,100.29822540283203,357.7208251953125,305.0118103027344,127.1475830078125,58.69607925415039,119.70206451416016,249.2083740234375,78.26754760742188,316.95001220703125,17.118816375732422,43.697261810302734,106.6180648803711,510.1202087402344,201.1924285888672,100.81395721435547
2022-12-02,145.75439453125,94.12999725341797,224.99693298339844,161.37603759765625,97.79961395263672,99.75200653076172,354.7104187011719,305.86968994140625,126.13964080810547,59.21135711669922,122.73336791992188,249.5312957763672,78.60894012451172,320.4100036621094,16.86005973815918,43.55182647705078,106.47239685058594,510.9780578613281,200.07435607910156,99.95867156982422
2022-12-05,144.5908203125,91.01000213623047,221.60476684570312,157.3913116455078,94.35700225830078,98.798583984375,346.284912109375,298.4931640625,122.60260009765625,58.401634216308594,121.67987823486328,244.81500244140625,78.56278991699219,312.5899963378906,16.594308853149414,43.39784622192383,104.03228759765625,509.91064453125,196.65484619140625,97.21995544433594
2022-12-06,140.92254638671875,88.25,217.52655029296875,153.33531188964844,90.77668762207031,96.31571197509766,338.2415466308594,296.04058837890625,122.80790710449219,58.374027252197266,113.42080688476562,239.8443145751953,78.5904769897461,305.55999755859375,15.971901893615723,42.525264739990234,104.34186553955078,513.98974609375,196.72938537597656,94.51762390136719
2022-12-07,138.9799346923828,88.45999908447266,218.18402099609375,153.78993225097656,90.63898468017578,94.28968048095703,335.454833984375,298.5584716796875,122.72391510009766,58.46603775024414,113.2319564819336,239.11048889160156,78.69196319580078,308.4200134277344,16.104778289794922,42.978668212890625,105.61653900146484,517.4111328125,197.73565673828125,94.30836486816406
